"KanaeTsukimitsu","abc003_2",1724,"AC"
"KanaeTsukimitsu","abc004_2",1010,"AC"
"KanaeTsukimitsu","abc004_3",1011,"AC"
"KanaeTsukimitsu","abc004_3",1029,"AC"
"KanaeTsukimitsu","abc006_2",833,"AC"
"KanaeTsukimitsu","abc008_2",1010,"AC"
"KanaeTsukimitsu","abc014_2",1284,"AC"
"KanaeTsukimitsu","abc017_2",1127,"AC"
"KanaeTsukimitsu","abc018_2",1132,"AC"
"KanaeTsukimitsu","abc019_2",1037,"AC"
"KanaeTsukimitsu","abc022_b",1007,"AC"
"KanaeTsukimitsu","abc033_c",930,"AC"
"KanaeTsukimitsu","abc036_b",825,"AC"
"KanaeTsukimitsu","abc039_a",690,"AC"
"KanaeTsukimitsu","abc043_a",718,"AC"
"KanaeTsukimitsu","abc043_b",963,"AC"
"KanaeTsukimitsu","abc045_b",1463,"AC"
"KanaeTsukimitsu","abc045_b",1860,"AC"
"KanaeTsukimitsu","abc046_b",857,"AC"
"KanaeTsukimitsu","abc047_a",437,"AC"
"KanaeTsukimitsu","abc051_b",873,"AC"
"KanaeTsukimitsu","abc053_b",943,"AC"
"KanaeTsukimitsu","abc056_a",423,"AC"
"KanaeTsukimitsu","abc059_b",929,"AC"
"KanaeTsukimitsu","abc060_b",555,"AC"
"KanaeTsukimitsu","abc061_b",644,"AC"
"KanaeTsukimitsu","abc062_a",758,"AC"
"KanaeTsukimitsu","abc068_a",319,"AC"
"KanaeTsukimitsu","abc075_b",2406,"AC"
"KanaeTsukimitsu","abc077_b",551,"AC"
"KanaeTsukimitsu","abc079_c",1564,"AC"
"KanaeTsukimitsu","abc084_b",1007,"AC"
"KanaeTsukimitsu","abc086_a",417,"AC"
"KanaeTsukimitsu","abc088_c",1076,"AC"
"KanaeTsukimitsu","abc093_b",1394,"AC"
"KanaeTsukimitsu","abc095_a",701,"AC"
"KanaeTsukimitsu","abc095_b",1009,"AC"
"KanaeTsukimitsu","abc096_a",757,"AC"
"KanaeTsukimitsu","abc097_a",653,"AC"
"KanaeTsukimitsu","abc097_b",1015,"AC"
"KanaeTsukimitsu","abc098_b",1412,"AC"
"KanaeTsukimitsu","abc099_a",666,"AC"
"KanaeTsukimitsu","abc099_b",681,"AC"
"KanaeTsukimitsu","abc100_a",821,"AC"
"KanaeTsukimitsu","abc100_b",788,"AC"
"KanaeTsukimitsu","abc100_c",706,"AC"
"KanaeTsukimitsu","abc103_b",599,"AC"
"KanaeTsukimitsu","abc103_c",838,"AC"
"KanaeTsukimitsu","abc104_b",1639,"AC"
"KanaeTsukimitsu","abc106_b",1055,"AC"
"KanaeTsukimitsu","abc109_b",1177,"AC"
"KanaeTsukimitsu","abc112_b",795,"AC"
"KanaeTsukimitsu","abc114_b",925,"AC"
"KanaeTsukimitsu","abc116_b",1017,"AC"
"KanaeTsukimitsu","abc117_b",1092,"AC"
"KanaeTsukimitsu","abc118_b",1416,"AC"
"KanaeTsukimitsu","abc120_c",868,"AC"
"KanaeTsukimitsu","abc122_b",742,"AC"
"KanaeTsukimitsu","abc123_b",1305,"AC"
"KanaeTsukimitsu","abc128_b",1912,"AC"
"KanaeTsukimitsu","abc132_b",763,"AC"
"KanaeTsukimitsu","abc133_a",749,"AC"
"KanaeTsukimitsu","abc138_a",389,"AC"
"KanaeTsukimitsu","abc139_c",1012,"AC"
"KanaeTsukimitsu","abc140_a",330,"AC"
"KanaeTsukimitsu","abc140_c",565,"AC"
"KanaeTsukimitsu","abc141_c",893,"AC"
"KanaeTsukimitsu","abc142_b",532,"AC"
"KanaeTsukimitsu","abc143_c",1012,"AC"
"KanaeTsukimitsu","abc144_c",715,"AC"
"KanaeTsukimitsu","abc146_b",996,"AC"
"KanaeTsukimitsu","abc147_a",458,"AC"
"KanaeTsukimitsu","abc147_b",1154,"AC"
"KanaeTsukimitsu","abc148_b",871,"AC"
"KanaeTsukimitsu","abc148_d",1046,"AC"
"KanaeTsukimitsu","abc151_c",1296,"AC"
"KanaeTsukimitsu","abc152_c",704,"AC"
"KanaeTsukimitsu","abc153_b",681,"AC"
"KanaeTsukimitsu","abc153_c",922,"AC"
"KanaeTsukimitsu","abc154_c",1084,"AC"
"KanaeTsukimitsu","abc155_c",1540,"AC"
"KanaeTsukimitsu","abc156_a",810,"AC"
"KanaeTsukimitsu","abc157_b",1798,"AC"
"KanaeTsukimitsu","abc158_a",497,"AC"
"KanaeTsukimitsu","abc158_c",898,"AC"
"KanaeTsukimitsu","abc159_b",1220,"AC"
"KanaeTsukimitsu","abc159_c",654,"AC"
"KanaeTsukimitsu","abc160_b",796,"AC"
"KanaeTsukimitsu","abc164_a",751,"AC"
"KanaeTsukimitsu","abc164_b",1026,"AC"
"KanaeTsukimitsu","abc168_a",936,"AC"
"KanaeTsukimitsu","abc169_a",677,"AC"
"KanaeTsukimitsu","abc169_b",1129,"AC"
"KanaeTsukimitsu","abc170_a",770,"AC"
"KanaeTsukimitsu","abc171_b",914,"AC"
"KanaeTsukimitsu","abc172_a",304,"AC"
"KanaeTsukimitsu","abc172_a",641,"AC"
"KanaeTsukimitsu","abc172_b",630,"AC"
"KanaeTsukimitsu","abc172_b",849,"AC"
"KanaeTsukimitsu","abc173_b",935,"AC"
"KanaeTsukimitsu","abc174_a",800,"AC"
"KanaeTsukimitsu","abc174_b",1066,"AC"
"KanaeTsukimitsu","abc175_a",1005,"AC"
"KanaeTsukimitsu","abc175_b",1311,"AC"
"KanaeTsukimitsu","agc027_a",1464,"AC"
"KanaeTsukimitsu","aising2020_a",748,"AC"
"KanaeTsukimitsu","aising2020_b",809,"AC"
"KanaeTsukimitsu","aising2020_c",1010,"AC"
"KanaeTsukimitsu","arc002_2",1308,"AC"
"KanaeTsukimitsu","arc003_1",1396,"AC"
"KanaeTsukimitsu","arc006_1",1553,"AC"
"KanaeTsukimitsu","arc012_2",1121,"AC"
"KanaeTsukimitsu","arc023_1",907,"AC"
"KanaeTsukimitsu","arc055_a",729,"AC"
"KanaeTsukimitsu","arc057_a",937,"AC"
"KanaeTsukimitsu","arc073_a",668,"AC"
"KanaeTsukimitsu","arc077_a",1120,"AC"
"KanaeTsukimitsu","bitflyer2018_final_a",990,"AC"
"KanaeTsukimitsu","code_festival_2017_qualc_b",1081,"AC"
"KanaeTsukimitsu","code_festival_final_b",854,"AC"
"KanaeTsukimitsu","code_festival_qualA_b",738,"AC"
"KanaeTsukimitsu","code_formula_2014_qualA_b",1415,"AC"
"KanaeTsukimitsu","codefestival_2015_qualA_b",819,"AC"
"KanaeTsukimitsu","codefestival_2016_qualA_b",681,"AC"
"KanaeTsukimitsu","dwacon5th_prelims_a",1091,"AC"
"KanaeTsukimitsu","exawizards2019_b",1020,"AC"
"KanaeTsukimitsu","hitachi2020_b",1397,"AC"
"KanaeTsukimitsu","jsc2019_qual_a",959,"AC"
"KanaeTsukimitsu","keyence2019_b",1158,"AC"
"KanaeTsukimitsu","m_solutions2020_a",1181,"AC"
"KanaeTsukimitsu","m_solutions2020_b",1043,"AC"
"KanaeTsukimitsu","m_solutions2020_c",1222,"AC"
"KanaeTsukimitsu","mujin_pc_2018_b",1048,"AC"
"KanaeTsukimitsu","nikkei2019_2_final_a",1214,"AC"
"KanaeTsukimitsu","nikkei2019_final_a",1198,"AC"
"KanaeTsukimitsu","nomura2020_a",748,"AC"
"KanaeTsukimitsu","panasonic2020_a",751,"AC"
"KanaeTsukimitsu","panasonic2020_b",883,"AC"
"KanaeTsukimitsu","past202005_d",2193,"AC"
"KanaeTsukimitsu","soundhound2018_summer_qual_b",795,"AC"
"KanaeTsukimitsu","sumitb2019_a",1209,"AC"
"KanaeTsukimitsu","sumitb2019_b",921,"AC"
"KanaeTsukimitsu","sumitb2019_c",813,"AC"
"KanaeTsukimitsu","tenka1_2012_qualA_2",727,"AC"
"KanaeTsukimitsu","tenka1_2013_qualB_a",672,"AC"
"KanaeTsukimitsu","tenka1_2016_qualB_a",597,"AC"
"KanaeTsukimitsu","tenka1_2018_a",820,"AC"
"KanaeTsukimitsu","tenka1_2018_b",998,"AC"
"KanaeTsukimitsu","tenka1_2019_a",890,"AC"
"KanaeTsukimitsu","tenka1_2019_b",940,"AC"
"KanaeTsukimitsu","tokiomarine2020_a",657,"AC"
"KanaeTsukimitsu","tokiomarine2020_b",1024,"AC"
"KanaeTsukimitsu","yahoo_procon2018_qual_b",951,"AC"
"KanaeTsukimitsu","yahoo_procon2019_qual_b",1014,"AC"
"MiCHiN","abc039_a",389,"AC"
"MiCHiN","abc043_a",365,"AC"
"MiCHiN","abc046_b",596,"AC"
"MiCHiN","abc047_a",621,"AC"
"MiCHiN","abc056_a",411,"AC"
"MiCHiN","abc068_a",270,"AC"
"MiCHiN","abc086_a",419,"AC"
"MiCHiN","abc100_a",662,"AC"
"MiCHiN","abc147_a",447,"AC"
"MiCHiN","arc012_2",506,"AC"
"MiCHiN","arc023_1",732,"AC"
"MiCHiN","code_festival_qualA_b",439,"AC"
"MiCHiN","codefestival_2015_qualA_b",463,"AC"
"MiCHiN","exawizards2019_b",587,"AC"
"MiCHiN","nomura2020_a",458,"AC"
"MiCHiN","tenka1_2012_qualA_2",591,"AC"
"NakatsukaMomoka","abc003_2",1314,"AC"
"NakatsukaMomoka","abc004_2",508,"AC"
"NakatsukaMomoka","abc004_3",536,"AC"
"NakatsukaMomoka","abc006_2",582,"AC"
"NakatsukaMomoka","abc008_2",977,"AC"
"NakatsukaMomoka","abc014_2",640,"AC"
"NakatsukaMomoka","abc017_2",644,"AC"
"NakatsukaMomoka","abc018_2",620,"AC"
"NakatsukaMomoka","abc018_2",624,"AC"
"NakatsukaMomoka","abc019_2",524,"AC"
"NakatsukaMomoka","abc022_b",569,"AC"
"NakatsukaMomoka","abc033_c",416,"AC"
"NakatsukaMomoka","abc036_b",545,"AC"
"NakatsukaMomoka","abc039_a",429,"AC"
"NakatsukaMomoka","abc042_b",488,"AC"
"NakatsukaMomoka","abc043_a",328,"AC"
"NakatsukaMomoka","abc043_b",645,"AC"
"NakatsukaMomoka","abc044_b",706,"AC"
"NakatsukaMomoka","abc045_b",1433,"AC"
"NakatsukaMomoka","abc046_b",299,"AC"
"NakatsukaMomoka","abc047_a",453,"AC"
"NakatsukaMomoka","abc050_b",651,"AC"
"NakatsukaMomoka","abc051_a",216,"AC"
"NakatsukaMomoka","abc051_b",602,"AC"
"NakatsukaMomoka","abc053_b",748,"AC"
